Voyages VP&A American Express,10967356,voyagesvpa.com,0,American Express
Apple,547,apple.com,9,Apple
applegate,271125,applegate.com,5,Apple
appleandeve.com,317545,appleandeve.com,5,Apple
Applegate,10026440,applegatefarms.com,5,Apple
appleamerican.com,243572,appleamerican.com,4,Apple
Apple Seeds,110522,appleseedsplay.com,4,Apple
Apple Tree Partners,4205,appletreepartners.com,4,Apple
Appleton Creative,10180949,appletoncreative.com,4,Apple
AppleTree Institute for Education Innovation,224610,appletreeinstitute.org,4,Apple
Wood keys for Macbook & Apple Keyboards,258781,rawbkny.com,4,Apple
Touchtype: A Case for iPad and Apple Wireless Keyboard,258668,touchtypecase.com,3,Apple
apple.freebiejeebies.co.uk,248591,apple.freebiejeebies.co.uk,3,Apple
Applewhite Aero,304335,applewhiteaero.com,3,Apple
Robert Applebaum MD,152379,applebaummd.com,3,Apple
Applesnapz Limited,212357,snapzcrisps.com,2,Apple
Apple Toon,212774,appletoon.com,2,Apple
Apple Polishers Toastmasters,10062558,hillarysaffran.com,2,Apple
AppLearn,157001,applearn.tv,2,Apple
AppleWhite Dental,10744064,applewhite-dp.com,2,Apple
PointScribe for the Apple Mac & iPad Platforms,260673,pointscribe.com,2,Apple
c/dock - For the Apple iPhone,256103,thecdock.com,2,Apple
Bacon & Apples,10177921,baconandapples.com,1,Apple
applesafety,248590,applesafety.com,1,Apple
Big Apple Volkswagen,10183663,bigapplevw.com,1,Apple
Apple Video Facilities,10056687,applevideo.co.uk,1,Apple
Macrae Roxburgh Appleby,10195036,mlegalgroup.com,1,Apple
eXoskeleton Case & Stand - Get a grip on your Apple iPa,260470,kenhellewell.com,1,Apple
APPLE STARS TOO!,258790,token-horseman-entertainment.com,1,Apple
"Core Commercial, Inc. Appleton, WI",10190841,corewis.com,1,Apple
Dream Swim,260381,itunes.apple.com,0,Apple
Storm - A Dark Twisted Tragedy.,261103,itunes.apple.com,0,Apple
appleadvertising.com.au,10022156,appleadvertising.com.au,0,Apple
Local Apple,10000152,localapple.ca,0,Apple
Sound Crown-Apple vs. Headwear / Changeable Cap/Watch S,260342,pixsoleco.com,0,Apple
"KING PONG PROJECT: You vote, We build. iPhone & Apple T",260206,polar-b.com,0,Apple
appletotscards.co.uk,248589,appletotscards.co.uk,0,Apple
Applecroft Homes,10040488,applecrofthomes.co.uk,0,Apple
Spool Dock: The Modern Apple Dock with a Twist,262156,quellandco.com,0,Apple
BattleStation,262005,itunes.apple.com,0,Apple
Appletree Photography,10064045,appletreephotography.co.uk,0,Apple
Big Apple Fun Center,10058015,bigapplefuncenter.net,0,Apple
Apple Contracting,10179153,appleinc.net,0,Apple
James Appleyard,18126,"",0,Apple
Applegate Information Services LLC,10188724,aplg8.net,0,Apple
AppleTree.com,43591,appletree.com,0,Apple
ApplePie Capital,10022600,applepiecapital.com,0,Apple
Green Apple Media,11228,greenapplemedia.ie,0,Apple
Green Apple Marketing,10193143,greenapplemarketing.ca,0,Apple
Red Apple Insurance,10196866,redapplemail.com,0,Apple
Apple Rejected Me,10149381,applerejectedme.com,0,Apple
HotelQuickly,143641,hotelquickly.com,4,HotelQuickly
Ripple,274266,ripple.com,5,Ripple
Ripple Labs,193446,ripplelabs.com,5,Ripple
Ripple Labs,27622,ripplelabs.com,5,Ripple
Ripple Massage Beauty and Day Spa,10080423,ripplemassage.com.au,4,Ripple
Ripplepay.com,10698312,ripplepay.com,4,Ripple
Ripple Technologies,21856,rippletech.com,4,Ripple
Ripplex,2769,ripplex.com,4,Ripple
Ripplewerkz,10069075,ripplewerkz.com,4,Ripple
Ripple Charts,242079,ripplecharts.com,4,Ripple
"Bright Ideas in Broad Ripple, Inc.",10130060,bright-ideas.org,4,Ripple
Ripple Platform,98224,rippleplatform.com,3,Ripple
Deep Ripples,82244,deepripples.com,3,Ripple
Desiging Ripple Effects / Ripple Kindness Project,10698560,rippleeffects.com.au,3,Ripple
Ripple Effect Communications,10253429,recommunication.com,3,Ripple
Ripple Concerts,219471,rippleconcerts.com,3,Ripple
Ripple Effect Program,10188949,rippleeffectprogram.org,2,Ripple
"Ripple6, Inc.",8291,ripple6.com,2,Ripple
Broad Ripple Gazette,10441406,broadripplegazette.com,2,Ripple
RippleWeb,236924,rippleweb.com,2,Ripple
Ripple TV,24952,ripple.tv,2,Ripple
The Ripple - The World's Only Detachable Bowl and Plate,259076,thefirstripple.com,2,Ripple
The Ripples Group,10219578,ripplesgroup.com,2,Ripple
Rippleffekt,129098,rippleffekt.com,2,Ripple
Ripple Brand Collective,248347,ripplebrands.com,2,Ripple
Ripple Sports,134080,ripplesports.com,2,Ripple
Ripplemakerstv.com,10679271,layaco.com,1,Ripple
Ripples Business Development,10454643,ripplesbusiness.com,1,Ripple
Broad Ripple Party Bus,10145516,broadripplepartybus.com,1,Ripple
Studio Ripple,10159764,studioripple.com.au,1,Ripple
Rippleseed,10443904,rippleseed.com,1,Ripple
Ripple,233133,ripplechat.io,0,Ripple
RippleAway,178943,rippleaway.com,0,Ripple
Invest Ripple,214904,investripple.com,0,Ripple
Ripple Music,188720,ripplemusic.com,0,Ripple
ripple turkey,162195,rippleturkey.com,0,Ripple
Ripple News,229357,ripple-news.com,0,Ripple
Rippletone,10106480,rippletone.com.au,0,Ripple
Ripple-it.com,10112520,ripple-it.com,0,Ripple
Ripple Digital Marketing,10165739,rippledm.com,0,Ripple
ripple (e-AD Solutions),10164596,rippleindia.com,0,Ripple
Employee Ripple,277880,employeeripple.com,0,Ripple
Ripple,269864,tryripple.com,0,Ripple
ripplefire.com,10022178,ripplefire.com,0,Ripple
RippleWave,28358,ripplewave.net,0,Ripple
Ripple Group Ltd,10420337,ripple.co.uk,0,Ripple
RippleFunction,46332,ripplefunction.com,0,Ripple
Ripple Commerce,162583,ripplecommerce.com,0,Ripple
Rippleshot,233808,rippleshot.com,0,Ripple
Rippleshot,10644503, rippleshot.com,0,Ripple
RippleFX,10381860,ripplefxinc.com,0,Ripple
451 Research,189406,451research.com,6,451 Research
Billtrust,35709,billtrust.com,4,Billtrust
Blockchain,132318,blockchain.info,6,Blockchain
Blockchain,10000090,blockchain.com,6,Blockchain
BRODO - Blockchain all the Things,11234189,chrisderose.com,3,Blockchain
Blockchain Bio,10927000,btc-b.io,0,Blockchain
Blockchain Factory,10906292,blockchainfactory.com,0,Blockchain
Blockchain Tech,11015132,blockchaintechltd.com,0,Blockchain
DigixGlobal,11015675,dgx.io     blockchainsolutions.io,0,Blockchain
Block Chain Technologies,11012507,blockchaintechcorp.com,0,Blockchain
blockchainu.co,10933520,blockchainu.co,0,Blockchain
Blockchain Innovation Group,10994555,blockchaininnovationgroup.com,0,Blockchain
Blockchain Technology Group,299939,blocktech.com,0,Blockchain
Block Chain Space,11159323,blockchain.space,0,Blockchain
blockchainMe,11082975,blockchainme.com,0,Blockchain
Cambridge Blockchain,11094040,cambridge-blockchain.com,0,Blockchain
Blockchain Academy,11102684,block.academy,0,Blockchain
Blockchain News,11220984,the-blockchain.com,0,Blockchain
TS Blockchain Marketing,11221244,tonysakich.com,0,Blockchain
Blockchain Clearing Corporation,11240503,blockchainclearing.com,0,Blockchain
Blockchain Partners,20795,blockchain.capital,0,Blockchain
Blockchain Innovation Labs,11242120,thebcilabs.com,0,Blockchain
Blockchain Capital,11251497,blockchaincapital.com,0,Blockchain
Curalate,88204,curalate.com,6,Curalate
DeviceFidelity,81366,devicefidelity.com,0,DeviceFidelity
EyeVerify,88946,eyeverify.com,5,EyeVerify
FieldLens,98556,fieldlens.com,5,FieldLens
Flip.to,10585162,flip.to,3,Flip.to
"Flip 52 - playing cards with ""get to know you"" question",259225,tylershearer.com,2,Flip.to
FreshOffice,11049278,freshoffice.sg,0,FreshOffice
Arkon Zrt.,11041481,koponyeg.hu,6,Kopo Kopo
Kopo Kopo,118558,kopokopo.com,5,Kopo Kopo
KoPoint,136849,kopoint.com,4,Kopo Kopo
koposbaker.com,11206671,koposbaker.com,1,Kopo Kopo
[kopo] tama,10223858,kopotama.com,0,Kopo Kopo
KO Power,11082669,kopower.co.uk,0,Kopo Kopo
Embotelladoras Coca-Cola Polar S.A.,10327208,kopolar.cl,0,Kopo Kopo
oneidanation.org,11134106,oneidanation.org,6,oneID
oneidadispatch.com,11197297,oneidadispatch.com,5,oneID
Thornberry Creek at Oneida,10372882,golfthornberry.com,5,oneID
"Oneida Nation Enterprises, LLC.",11034549,turningstone.com,5,oneID
oneida.com,10664330,oneida.com,4,oneID
OneID,83354,oneid.com,4,oneID
Oneida Financial Corp.,10385989,oneidabank.com,3,oneID
oneidacommunications.com,11212586,oneidacommunications.com,2,oneID
oneidafinancial.com,292610,oneidafinancial.com,2,oneID
Law Office of Scott Bielicki,10573129,oneidalaw.com,1,oneID
Oneida Solutions Group,10869345,oneidasolutions.com,1,oneID
Oneida Indian Nation,10234214,oneida-nation.org,0,oneID
Oneida County,10456407,co.oneida.wi.us,0,oneID
Shopline,264083,shoplineapp.com,0,Shopline
LINEUP,192966,shoplineup.com,0,Shopline
Evangel,11087918,evangel.shoplineapp.com,0,Shopline
shopline.hk,11228394,shopline.hk,0,Shopline
Asset Control,153968,asset-control.com,4,Asset Control
Access Control Group,10344852,assetor.net,3,Asset Control
Asset Management Control Research Foundation,10362020,amccentre.nl,3,Asset Control
The Echo Nest,1987,the.echonest.com,7,Nest
Nesta Investment Management,27687,nestainvestments.org.uk,5,Nest
Nestle Health Science,25284,nestlehealthscience.com,5,Nest
Nestio,60848,nestio.com,5,Nest
N.E.S.T. Solutions,10204181,nest-solutions.com,4,Nest
Safe Nest TADC,10126745,safenest.org,4,Nest
Nest DC,10096448,nest-dc.com,4,Nest
NESTech,10040150,nestech.co.il,4,Nest
Ballooning Nest Eggs,82443,ballooningnesteggs.com,4,Nest
nestGSV,96350,nestgsv.com,4,Nest
Nest New York,10017647,nestnewyork.com,4,Nest
Vitaflo International Ltd Part of the Nestle Group,10193366,vitaflo.co.uk,4,Nest
Robins' Nest Inc.,10160660,robinsnestinc.org,4,Nest
NEST Fragrances,99064,nestfragrances.com,4,Nest
Falcons Nest,263480,falconsnest.in,3,Nest
Nestadio Capital,9162,nestadio-capital.com,3,Nest
Nest Investments,26203,nestco.org,3,Nest
NestingBits Technologies,205790,nestingbits.com,3,Nest
NeST Group,35949,nestgroup.net,3,Nest
nestholma.com,10029721,nestholma.com,3,Nest
Innovation Nest,11686,innovationnest.co,3,Nest
nest4less,252898,nest4less.com,2,Nest
White Nest LLC,10186062,whitenestshop.com,2,Nest
NATIONAL ENGINEERING SERVICES &TRADING CO,10170621,nest.ae,1,Nest
Nest International,174238,enternest.com,1,Nest
Nestus,294094,nestus.com,1,Nest
Nestdrop,285501,nestdrop.com,0,Nest
Airplant Nest,254965,opusgarten.com,0,Nest
Nestful,271217,nestful.com,0,Nest
NEST Investments,276281,nest.vc,0,Nest
Nestify,246790,nestify.io,0,Nest
SW Sports Nest,10182932,swsportsnest.com,0,Nest
Nestible,269488,nestible.com,0,Nest
NEST CGF,10194236,nest.com.co,0,Nest
DLA Piper NEST,269414,dlapipernest.com,0,Nest
Cuckoo Nest Films LLC,10193787,pondfilms.com,0,Nest
Nest Labs Ltd,269377,thenest.io,0,Nest
nesteggbio.com,10149410,nesteggbio.com,0,Nest
NEST HK,27653,nest.vc,0,Nest
IT Nestori,10141923,nestori.fi,0,Nest
Nest Wealth,10936776,nestwealth.com,0,Nest
Nestwell Technologies,10088020,nestwelltech.com,0,Nest
Nestigator,10968256,nestigator.com,0,Nest
"Nest Environments, Inc.",10107497,nestenvironments.com,0,Nest
Nestpick,284642,nestpick.com,0,Nest
Nest Dynamiques SL,10083641,nextdynamiques.net,0,Nest
"Marianne Nestor Consulting, Inc",10064491,mariannenestorconsulting.com,0,Nest
My Nest Home,205760,mynesthome.com,0,Nest
NestAway,10927532,nestaway.com,0,Nest
Nest Labs,51236,nest.com,0,Nest
Booker,59652,booker.com,6,Booker
SpaBooker,14854,spa-booker.com,5,Booker
secure-booker.com,11202350,secure-booker.com,5,Booker
PT Booker Tate Indonesia,10988955,cbn.net.id,5,Booker
De Booker Agency,10160155,debooker.nl,3,Booker
Ground Booker,10606984,groundbooker.com,3,Booker
Site of Booker Guide,210107,guidebooker.com,3,Booker
Booker Promotions,10718382,bookerpromo.com,2,Booker
Bookerville,193836,bookerville.com,2,Booker
Bookerz Media Network,157713,bookerzmedia.com,2,Booker
Activity Bookers,17313,activitybookers.com,2,Booker
BookerMate,155429,bookermate.com,1,Booker
Booker T Brown Photography,10158268,bookertbrown.com,1,Booker
BookerLooker,146903,bookerlooker.com,1,Booker
"Bookert, White & Associates",10766878,bwassoc.com,0,Booker
Paul Booker,10397505,paulbooker.info,0,Booker
"Music Copyist, Music Librarian for Booker White at Walt Disney Studios",10633483,davewellsmusic.com,0,Booker
Booker Fleet Group,10584745,bookerfleet.com,0,Booker
Flex Booker,242818,flexbooker.com,0,Booker
Bookera,124248,bookera.com,0,Booker
Bookerie,134982,bookerie.com,0,Booker
Bookeriet I/S,10875457,bookeriet.dk,0,Booker
Hall Bookers UK,10921687,hallbookers.co.uk,0,Booker
Laura Booker,10058719,laurabooker.ca,0,Booker
Kennel Booker,11084660,kennelbooker.com,0,Booker
Bookerator,11077715,bookerator.com,0,Booker
The Event Bookers Limited,10056187,bookerevents.co.uk,0,Booker
bookersoftware.com,11249285,bookersoftware.com,0,Booker
Bombfell,88487,bombfell.com,4,Bombfell
Signpost,28806,signpost.com,5,Signpost
Signpost België BVBA,10816799,signpost.be,5,Signpost
Signpost Sound,10360107,signpostsound.co.za,2,Signpost
Signpost Digital,10863778,signpostdigital.com,1,Signpost
"Sign Postman, LLC",10479298,signpostman.com,0,Signpost
SIGNPOST STOCKPORT FOR CARERS,10451012,signpostforcarers.org.uk,0,Signpost
Signpost Consulting,10159571,signpostconsulting.biz,0,Signpost
SignPost Regulatory Ltd,10379954,sp-regs.co.uk,0,Signpost
ziggeo.com,10933656,ziggeo.com,5,Ziggeo
OnDeck,70232,ondeck.com,4,OnDeck
ondeckcapital.com,10386656,ondeckcapital.com,4,OnDeck
On Deck Sports,10572618,ondecksports.com,3,OnDeck
On Deck Mediation,10439501,ondeckmediation.com,1,OnDeck
On Deck Cruises and Tours,10301750,ondeckcruises.com,1,OnDeck
"On Deck NY, LLC",10697883,ondeckny.com,1,OnDeck
On Deck Productions,10441825,ondeckproductions.com,0,OnDeck
"On Deck, Inc.",10754154,ondeckinc.us,0,OnDeck
Moat,61444,moat.com,6,Moat
Get Moativated,10604187,moativated.net,2,Moat
A.C. Moate Industries,10761995,acmoate.com,1,Moat
Metcalf Moat IFA Limited,10752811,metcalfmoat.co.uk,1,Moat
Moates Auto Xchange,10324570,autoxchange.biz,0,Moat
Bug Moat Corporation,10655145,bug-moat.com,0,Moat
The Law Office of Dora D. Moats,10974678,moatslawfirm.com,0,Moat
CommonBond,105010,commonbond.co,5,Commonbond
commonbond.org,11109573,commonbond.org,5,Commonbond
commonbond.com,10916575,commonbond.com,3,Commonbond
Care.com,118314,care.com,6,Care.com
Innovative Trauma Care,105923,innovativetraumacare.com,5,Care.com
CareGuide,128949,careguide.com,5,Care.com
CareLinx,131553,carelinx.com,5,Care.com
Carestream Health,53790,carestream.com,5,Care.com
CareCloud,126447,carecloud.com,5,Care.com
careland.com.cn,307757,careland.com.cn,5,Care.com
Advocate Health Care,194235,advocatehealth.com,5,Care.com
Care Team Connect,145732,careteamconnect.com,4,Care.com
Surgical Care Affiliates,190672,scasurgery.com,4,Care.com
Heartland Dental Care,174663,heartlanddentalcare.com,4,Care.com
Tandem Diabetes Care,31328,tandemdiabetes.com,4,Care.com
CareinSync,89863,careinsync.com,4,Care.com
Careport,118278,careporthealth.com,4,Care.com
Q Care International,186091,qcareintl.com,4,Care.com
B2X Care Solutions,216920,b2x.com,4,Care.com
carepayment.com,309421,carepayment.com,4,Care.com
Careem,186315,careem.com,4,Care.com
Carezone.com,81726,carezone.com,4,Care.com
Senior Care Centers,185221,seniorcarecentersltc.com,4,Care.com
Advanced ICU Care,30602,icumedicine.com,4,Care.com
Caremerge,96903,caremerge.com,4,Care.com
care-one.com,10018169,care-one.com,4,Care.com
anci-care.com,282495,anci-care.com,3,Care.com
Novia CareClinics,175567,noviacareclinics.com,3,Care.com
CarePoint Partners,55885,carepointpartners.com,3,Care.com
CareKinesis,48461,carekinesis.com,3,Care.com
CareFamily,185888,carefamily.com,3,Care.com
Wound Care Technologies,153789,dermaclose.com,3,Care.com
Comprehensive Care,192421,compcare.com,3,Care.com
CareDox,64350,caredox.com,3,Care.com
Carena,91744,carenamd.com,3,Care.com
Global Care Quest,37149,globalcarequest.com,3,Care.com
HEALTH CARE DATAWORKS,151534,hcdataworks.com,3,Care.com
CareView Communications,62720,care-view.com,3,Care.com
CareSync,148115,caresync.com,2,Care.com
ESCO Technologies,227681,careconnectbyesco.com,2,Care.com
CellCeuticals Skin Care,216929,cellceuticalskincare.com,2,Care.com
CareLuLu,180315,carelulu.com,2,Care.com
Onsite Care,154194,onsitecareclinics.com,2,Care.com
Diabetes Care Group,172698,diabetescaregrp.com,2,Care.com
WellNow Urgent Care,81741,wellnowuc.com,1,Care.com
CareCam Health Systems,195173,carecamhealthsystems.com,0,Care.com
"CareDx, Inc",303266,caredxinc.com,0,Care.com
Careerminds Group,46265,careerminds.com,0,Care.com
"Care Labs, Inc.",10461190,carelabs.com,0,Care.com
CareCam Innovations,87659,carecaminnovations.com,0,Care.com
Aged Care Reviews (ACR),10949404,agedcarereviews.com.au,0,Care.com
Brazen Careerist,18308,brazen.com,0,Care.com
Fidelity Care Home Health,10210860,fidelitycarehh.com,0,Care.com
Facebook,163595,facebook.com,9,Facebook
Facebook,13745,facebook.com,9,Facebook
FacebookMarketing.de,23120,facebookmarketing.de,5,Facebook
Facebook Mood Manipulator,314506,lauren-mccarthy.com,5,Facebook
FacebookPro,10865832,facebookpro.nl,4,Facebook
Trustship and Facebook Templates,41976,facebook-templates.net,4,Facebook
VendorShop,61401,facebookvendor.com,4,Facebook
"The Facebook Era: Tapping Online Social Networks to Build Better Products, Reach New Audiences, and",10708401,thefacebookera.com,4,Facebook
Exodus3000 Renovation and Facebook conversion,262578,totalbeverage.net,3,Facebook
album for facebook.,231777,i-c-soft.com,3,Facebook
FB Limiter,61968,facebooklimiter.com,3,Facebook
Facebookster,7729,facebookster.com,3,Facebook
Tweet Blender for Facebook,260559,kirill-novitchenko.com,3,Facebook
Facebook Genie,21208,facebookgenie.com,2,Facebook
Aplikacja Konkursowa Na Facebooka,199779,aplikacja-konkursowa.pl,2,Facebook
FaceBook Guide,10723202,facebookguide.net,2,Facebook
fforward.co - Facebook Analysis,113808,fforward.co,2,Facebook
Wild Frontiers is a Facebook connected and mobile game,261221,brrappgames.com,1,Facebook
FacebookLicious!,19919,facebooklicious.com,1,Facebook
Guild Masters - A true Social RPG game on Facebook,258796,otherwind.com,1,Facebook
Facebook Marketing At Its Best,76200,fbmarketingtoday.com,1,Facebook
The Site Canvas,119957,facebook.thesitecanvas.com,0,Facebook
Facebook Templates,77372,fanpagetemplates.org,0,Facebook
FaceBook Shout!,141527,facebookshout.com,0,Facebook
picture and flavor,10135625,pictureandflavou.facebook,0,Facebook
Facebook Actors,138328,facebookactors.com,0,Facebook
FBMMO,10127327,facebookmmo.com,0,Facebook
Facebook Search,51075,fbsearch.us,0,Facebook
Shobii Smart Frame: Private photo network + Facebook/Fl,261659,fusion-room.com,0,Facebook
Facebook Social Chatroulette,38024,fbchatroulette.net,0,Facebook
Syndicate Conflict by Chimera :: Facebook / Social Game,261491,chimeracompany.com,0,Facebook
TOP FACEBOOK GIRLS,53721,top-facebook-girls.com,0,Facebook
do it right team excavation,244968,facebook. com,0,Facebook
facebookcoverpic.com,306282,facebookcoverpic.com,0,Facebook
FAH: Your Social Media Partner,10446069,facebookadhelp.com,0,Facebook
Facebookshelf,10628665,facebookshelf.com,0,Facebook
facebookfancy,10700604,facebookfancy.com,0,Facebook
Apartments on Facebook,10790741,apartmentsonfacebook.com,0,Facebook
Facebook Marketing Gold,10763007,fbmarketinggold.com,0,Facebook
Facebook Cleanser,10035136,likecleanse.com,0,Facebook
Solemn Prophecy on Facebook,261037,fullofwingames.com,0,Facebook
SuzyShuzenStarz,10640951,suzyshuze.com www.facebook.com,0,Facebook
FanchersStreetEdge,10641080,thestreetedge.com www.facebook.com,0,Facebook
Rocon Communications page on Facebook,10716834,rocon.ca,0,Facebook
FieldsOfAmber.Org (on Facebook),10849122,barbarabenedict.com,0,Facebook
Be facebook King,10851862,befacebookking.com,0,Facebook
new Facebook management company,10834264,thesocialengagement.com,0,Facebook
U Buy facebook Likes,10903056,ubuyfacebooklikes.co.uk,0,Facebook
Chris Kelly (Former Facebook CPO),24735,"",0,Facebook
FaceBooking.org,10894213,facebooking.org,0,Facebook
Mastercard,12676,mastercard.com,7,MasterCard
The MasterCard Foundation,201098,mastercardfdn.org,7,MasterCard
mastercard.us,10648660,mastercard.us,6,MasterCard
MasterCard - United Kingdom,10951557,mastercard.co.uk,6,MasterCard
MasterCard,20615,newsroom.mastercard.com,6,MasterCard
mastercard.com.au,11193422,mastercard.com.au,6,MasterCard
mastercardadvisors.com,10648661,mastercardadvisors.com,5,MasterCard
Mastercard Türkiye,11063281,mastercard.com.tr,5,MasterCard
Wincor Nixdorf s.r.o.,11098474,mastercardmobile.cz,4,MasterCard
MasterCard Start Path,274954,startpath.com,2,MasterCard
MasterCard Center,10735820,wukesongarena.com,2,MasterCard
DB Prepaid MasterCard,10587409,dbcardservice.com,1,MasterCard
Free Shipping by Mastercard,269890,freeshippingbymastercard.com,0,MasterCard
MasterCard Start Path Accelerator,22856,"",0,MasterCard
Mastercard 24/7 - Geschäftsleitung,10113878,oim-service.de,0,MasterCard
Chapulin™ Prepaid MasterCard®,223613,michapulin.com,0,MasterCard
fit-pay.com,10648596,fit-pay.com,0,Fit Pay
Anytime Fitness Toa Payoh,11043569,anytimefitness.sg,0,Fit Pay
GoodLabs,178416,goodlabs.io,4,GoodLabs
PayPal,124397,paypal.com,8,PayPal
paypal.ca,253946,paypal.ca,7,PayPal
paypal-media.com,10940550,paypal-media.com,7,PayPal
paypal-community.com,11198141,paypal-community.com,6,PayPal
paypal-cash.com,11198140,paypal-cash.com,5,PayPal
advertising.paypal.com,10802724,advertising.paypal.com,5,PayPal
paypal-prepaid.com,11198145,paypal-prepaid.com,4,PayPal
PayPal - Russia,11064000,paypal.ru,4,PayPal
PayPal,13786,paypalsucks.com,4,PayPal
PayPal Start Tank,181032,starttank.com,2,PayPal
paypal-survey.com,11198147,paypal-survey.com,1,PayPal
paypalvcc,253945,paypalvcc.com,1,PayPal
paypal-activate.com,11198139,paypal-activate.com,0,PayPal
PayPal Invoicing,11063537,paypal-corp.com,0,PayPal
blueprint.paypal.com,10693693,blueprint.paypal.com,0,PayPal
