Always Travel Inc/ American Express Travel Services,10240042,alwaystravel.ca,100000000000000,0,,American Express
American Express Ventures,18628,"",100000000000000,0,0,American Express
Obriy American Express,10397758,obriy.ua,100000000000000,0,7,American Express
Always Travel Inc/ American Express Travel Services,10240042,alwaystravel.ca,100000000000000,0,,American Express
Jacaranda Travel/American Express,10222611,jacarandatravel.com,100000000000000,0,4,American Express
American Express Community Stadium,10475473,azure.uk.com,100000000000000,0,,American Express
Voyages VP&A American Express,10967356,voyagesvpa.com,100000000000000,0,,American Express
Cruise Planners/American Express,10843267,bunnyscruisesandvacations.com,100000000000000,0,-6,American Express
Obriy American Express,10397758,obriy.ua,100000000000000,0,7,American Express
Vista Travel Inc. / American Express,10523295,vistat.com,100000000000000,0,0,American Express
American Express Co (Mexico),10836411,mxpromo.com,100000000000000,0,,American Express
Caminos Turismo y Viajes - American Express Travel Service,10613028,caminosturismo.com.ar,100000000000000,0,0,American Express
Vista Travel Inc. / American Express,10523295,vistat.com,100000000000000,0,0,American Express
SI travel American Express,10514356,sialliance.com,100000000000000,0,,American Express
Total Cruise & Travel Experts - An American Express/Cruise Planners Travel Services Agency,10486007,totaltravelexperts.com,100000000000000,0,0,American Express
American Express Cruise Planner and Full Service TravelSpecialist,10726000,seasationalcruises.com,100000000000000,0,,American Express
Vista Travel Inc. / American Express,10523295,vistat.com,100000000000000,0,0,American Express
American Express Cruise Planner and Full Service TravelSpecialist,10726000,seasationalcruises.com,100000000000000,0,,American Express
Caminos Turismo y Viajes - American Express Travel Service,10613028,caminosturismo.com.ar,100000000000000,0,0,American Express
American Express Co (Mexico),10836411,mxpromo.com,100000000000000,0,,American Express
Total Cruise & Travel Experts - An American Express/Cruise Planners Travel Services Agency,10486007,totaltravelexperts.com,100000000000000,0,0,American Express
Cruise Planners/American Express,10843267,bunnyscruisesandvacations.com,100000000000000,0,-6,American Express
Voyages VP&A American Express,10967356,voyagesvpa.com,100000000000000,0,,American Express
SI travel American Express,10514356,sialliance.com,100000000000000,0,,American Express
American Express Ventures,18628,"",100000000000000,0,0,American Express
SI travel American Express,10514356,sialliance.com,100000000000000,0,,American Express
BattleStation,262005,itunes.apple.com,41,0,491,Apple
Storm - A Dark Twisted Tragedy.,261103,itunes.apple.com,41,0,543,Apple
Apple,547,apple.com,41,0,297,Apple
Dream Swim,260381,itunes.apple.com,41,0,542,Apple
applegate,271125,applegate.com,275186,0,52,Apple
appleandeve.com,317545,appleandeve.com,1069913,0,231,Apple
Apple Seeds,110522,appleseedsplay.com,1631138,0,37,Apple
AppleTree Institute for Education Innovation,224610,appletreeinstitute.org,1659683,0,70,Apple
ApplePie Capital,10022600,applepiecapital.com,2044788,0,130,Apple
Appleton Creative,10180949,appletoncreative.com,2330834,0,5,Apple
Wood keys for Macbook & Apple Keyboards,258781,rawbkny.com,2436076,0,-4,Apple
Spool Dock: The Modern Apple Dock with a Twist,262156,quellandco.com,2499846,0,105,Apple
Applegate,10026440,applegatefarms.com,3559371,0,34,Apple
AppLearn,157001,applearn.tv,3638174,0,32,Apple
Apple Tree Partners,4205,appletreepartners.com,3657396,0,0,Apple
appleadvertising.com.au,10022156,appleadvertising.com.au,5460446,0,46,Apple
AppleTree.com,43591,appletree.com,5769745,0,-40,Apple
AppleWhite Dental,10744064,applewhite-dp.com,5975682,0,38,Apple
CORNICE (Apple Certified),10148204,cornicemac.com,6980427,0,14,Apple
c/dock - For the Apple iPhone,256103,thecdock.com,13298985,0,0,Apple
Applewhite Aero,304335,applewhiteaero.com,15338362,0,-10,Apple
Bacon & Apples,10177921,baconandapples.com,15906542,0,2,Apple
Robert Applebaum MD,152379,applebaummd.com,16665828,0,20,Apple
Applesnapz Limited,212357,snapzcrisps.com,18367123,0,-3,Apple
Sound Crown-Apple vs. Headwear / Changeable Cap/Watch S,260342,pixsoleco.com,20791596,0,19,Apple
Touchtype: A Case for iPad and Apple Wireless Keyboard,258668,touchtypecase.com,22596714,0,28,Apple
Green Apple Media,11228,greenapplemedia.ie,100000000000000,0,-11,Apple
"KING PONG PROJECT: You vote, We build. iPhone & Apple T",260206,polar-b.com,100000000000000,0,-7,Apple
Apple Toon,212774,appletoon.com,100000000000000,0,-6,Apple
James Appleyard,18126,"",100000000000000,0,0,Apple
eXoskeleton Case & Stand - Get a grip on your Apple iPa,260470,kenhellewell.com,100000000000000,0,0,Apple
PointScribe for the Apple Mac & iPad Platforms,260673,pointscribe.com,100000000000000,0,-27,Apple
Appletree Photography,10064045,appletreephotography.co.uk,100000000000000,0,,Apple
Apple Video Facilities,10056687,applevideo.co.uk,100000000000000,0,20,Apple
Big Apple Fun Center,10058015,bigapplefuncenter.net,100000000000000,0,,Apple
Local Apple,10000152,localapple.ca,100000000000000,0,-3,Apple
Apple Polishers Toastmasters,10062558,hillarysaffran.com,100000000000000,0,-67,Apple
Big Apple Volkswagen,10183663,bigapplevw.com,100000000000000,0,,Apple
APPLE STARS TOO!,258790,token-horseman-entertainment.com,100000000000000,0,0,Apple
Red Apple Marketing International Inc.,10170206,redapplepartners.com,100000000000000,0,,Apple
applearn,10169213,applearn.com,100000000000000,0,,Apple
Rotten Apples Magazine,10171929,rottenapplesmag.com,100000000000000,0,,Apple
Applecroft Homes,10040488,applecrofthomes.co.uk,100000000000000,0,0,Apple
The Apple Guys,10173562,theappleguys.co.uk,100000000000000,0,,Apple
Apple Contracting,10179153,appleinc.net,100000000000000,0,-5,Apple
"Coldwell Banker Burnet, Apple Valley",10202558,market1online.com,100000000000000,0,,Apple
Appletons,10201082,appletongroup.co.uk,100000000000000,0,0,Apple
Green Apple Marketing,10193143,greenapplemarketing.ca,100000000000000,0,,Apple
Red Apple Insurance,10196866,redapplemail.com,100000000000000,0,,Apple
"Core Commercial, Inc. Appleton, WI",10190841,corewis.com,100000000000000,0,28,Apple
HotelQuickly,143641,hotelquickly.com,97901,0,575,HotelQuickly
Ripple,274266,ripple.com,78302,0,268,Ripple
Ripple Charts,242079,ripplecharts.com,254038,0,-163,Ripple
Ripplewerkz,10069075,ripplewerkz.com,823631,0,-80,Ripple
Ripple Labs,27622,ripplelabs.com,1643115,0,0,Ripple
Ripple Labs,193446,ripplelabs.com,1643115,0,245,Ripple
Ripple Massage Beauty and Day Spa,10080423,ripplemassage.com.au,1732798,0,10,Ripple
Deep Ripples,82244,deepripples.com,2772263,0,3,Ripple
Ripple Concerts,219471,rippleconcerts.com,3073348,0,-2,Ripple
Rippleshot,233808,rippleshot.com,3153856,0,91,Ripple
Ripple,233133,ripplechat.io,3283325,0,10,Ripple
Ripple TV,24952,ripple.tv,3719618,0,26,Ripple
RippleWeb,236924,rippleweb.com,4472480,0,-5,Ripple
RippleWave,28358,ripplewave.net,4600494,0,0,Ripple
Ripplex,2769,ripplex.com,8770128,0,37,Ripple
Ripples Business Development,10454643,ripplesbusiness.com,10153791,0,,Ripple
"Bright Ideas in Broad Ripple, Inc.",10130060,bright-ideas.org,11223377,0,-11,Ripple
Broad Ripple Gazette,10441406,broadripplegazette.com,13656383,0,10,Ripple
RipplePoint,10772626,ripplepoint.com,14122067,0,-2,Ripple
The Ripple - The World's Only Detachable Bowl and Plate,259076,thefirstripple.com,16589301,0,11,Ripple
Broad Ripple Party Bus,10145516,broadripplepartybus.com,20051472,0,5,Ripple
The Ripples Group,10219578,ripplesgroup.com,20212551,0,0,Ripple
ripplefire.com,10022178,ripplefire.com,21090813,0,4,Ripple
Ripple News,229357,ripple-news.com,21455857,0,0,Ripple
Ripple Effect Communications,10253429,recommunication.com,21671616,0,0,Ripple
Broad Ripple Village Association,10482402,philthevoid.net,22633074,0,-10,Ripple
Invest Ripple,214904,investripple.com,100000000000000,0,16,Ripple
RippleFunction,46332,ripplefunction.com,100000000000000,0,-7,Ripple
Ripple Brand Collective,248347,ripplebrands.com,100000000000000,0,140,Ripple
Ripple Commerce,162583,ripplecommerce.com,100000000000000,0,0,Ripple
Ripple Music,188720,ripplemusic.com,100000000000000,0,-2,Ripple
Ripple Technologies,21856,rippletech.com,100000000000000,0,0,Ripple
RippleAway,178943,rippleaway.com,100000000000000,0,-4,Ripple
Rippletone,10106480,rippletone.com.au,100000000000000,0,,Ripple
Ripple-it.com,10112520,ripple-it.com,100000000000000,0,,Ripple
ripples at Chowder Bay,10270415,ripplescafe.com.au,100000000000000,0,,Ripple
ripple turkey,162195,rippleturkey.com,100000000000000,0,21,Ripple
Ripple Sports,134080,ripplesports.com,100000000000000,0,24,Ripple
Rippleffekt,129098,rippleffekt.com,100000000000000,0,-4,Ripple
Ripple Platform,98224,rippleplatform.com,100000000000000,0,9,Ripple
Studio Ripple,10159764,studioripple.com.au,100000000000000,0,,Ripple
"Ripple6, Inc.",8291,ripple6.com,100000000000000,0,-26,Ripple
Ripple Effect Program,10188949,rippleeffectprogram.org,100000000000000,0,,Ripple
Rippleshot,10644503, rippleshot.com,100000000000000,0,,Ripple
Ripple Creative Communications,10740657,theripplesite.com,100000000000000,0,,Ripple
Ripple Digital Marketing,10165739,rippledm.com,100000000000000,0,,Ripple
ripple (e-AD Solutions),10164596,rippleindia.com,100000000000000,0,,Ripple
Employee Ripple,277880,employeeripple.com,100000000000000,0,0,Ripple
Ripple,269864,tryripple.com,100000000000000,0,-11,Ripple
Rippleseed,10443904,rippleseed.com,100000000000000,0,0,Ripple
Ripple Effect Consulting,10528656,rippleeffectconsulting.co.za,100000000000000,0,,Ripple
451 Research,189406,451research.com,183371,0,97,451 Research
Billtrust,35709,billtrust.com,49809,0,135,Billtrust
Blockchain,132318,blockchain.info,3145,0,511,Blockchain
Blockchain,10000090,blockchain.com,111351,0,500,Blockchain
Blockchain Partners,20795,blockchain.capital,2010343,0,0,Blockchain
blockchainu.co,10933520,blockchainu.co,2324731,0,68,Blockchain
Blockchain Technology Group,299939,blocktech.com,3145369,0,202,Blockchain
Blockchain Tech,11015132,blockchaintechltd.com,3166888,0,86,Blockchain
Block Chain Technologies,11012507,blockchaintechcorp.com,3194814,0,211,Blockchain
Block Chain Space,11159323,blockchain.space,4106588,0,137,Blockchain
blockchainMe,11082975,blockchainme.com,4735454,0,-44,Blockchain
Blockchain News,11220984,the-blockchain.com,6829199,0,265,Blockchain
Blockchain Factory,10906292,blockchainfactory.com,12577599,0,74,Blockchain
BRODO - Blockchain all the Things,11234189,chrisderose.com,15585135,0,,Blockchain
Blockchain Clearing Corporation,11240503,blockchainclearing.com,19570277,0,,Blockchain
Blockchain Innovation Labs,11242120,thebcilabs.com,21288366,0,,Blockchain
Blockchain Innovation Group,10994555,blockchaininnovationgroup.com,100000000000000,0,9,Blockchain
Blockchain Academy,11102684,block.academy,100000000000000,0,,Blockchain
Cambridge Blockchain,11094040,cambridge-blockchain.com,100000000000000,0,,Blockchain
TS Blockchain Marketing,11221244,tonysakich.com,100000000000000,0,,Blockchain
Blockchain Bio,10927000,btc-b.io,100000000000000,0,1,Blockchain
DigixGlobal,11015675,dgx.io     blockchainsolutions.io,100000000000000,0,,Blockchain
Blockchain Capital,11251497,blockchaincapital.com,100000000000000,0,,Blockchain
Curalate,88204,curalate.com,56204,0,256,Curalate
DeviceFidelity,81366,devicefidelity.com,100000000000000,0,-8,DeviceFidelity
EyeVerify,88946,eyeverify.com,1415296,0,61,EyeVerify
FieldLens,98556,fieldlens.com,593227,0,294,FieldLens
Flip.to,10585162,flip.to,528919,0,4,Flip.to
"Flip 52 - playing cards with ""get to know you"" question",259225,tylershearer.com,100000000000000,0,-1,Flip.to
FreshOffice,11049278,freshoffice.sg,7914367,0,-152,FreshOffice
Arkon Zrt.,11041481,koponyeg.hu,30241,0,-271,Kopo Kopo
Kopo Kopo,118558,kopokopo.com,590511,0,-7,Kopo Kopo
KO Power,11082669,kopower.co.uk,2753638,0,99,Kopo Kopo
Embotelladoras Coca-Cola Polar S.A.,10327208,kopolar.cl,100000000000000,0,,Kopo Kopo
KoPoint,136849,kopoint.com,100000000000000,0,-17,Kopo Kopo
[kopo] tama,10223858,kopotama.com,100000000000000,0,,Kopo Kopo
koposbaker.com,11206671,koposbaker.com,100000000000000,0,,Kopo Kopo
oneida.com,10664330,oneida.com,57559,0,34,oneID
oneidadispatch.com,11197297,oneidadispatch.com,368510,0,-291,oneID
"Oneida Nation Enterprises, LLC.",11034549,turningstone.com,379565,0,-152,oneID
Oneida Financial Corp.,10385989,oneidabank.com,464394,0,-26,oneID
OneID,83354,oneid.com,580846,0,45,oneID
oneidanation.org,11134106,oneidanation.org,1498475,0,0,oneID
Oneida County,10456407,co.oneida.wi.us,2120984,0,,oneID
Thornberry Creek at Oneida,10372882,golfthornberry.com,3395570,0,20,oneID
oneidafinancial.com,292610,oneidafinancial.com,17580645,0,-2,oneID
oneidacommunications.com,11212586,oneidacommunications.com,18050872,0,27,oneID
Oneida Solutions Group,10869345,oneidasolutions.com,20227908,0,-33,oneID
Oneida Indian Nation,10234214,oneida-nation.org,100000000000000,0,,oneID
Law Office of Scott Bielicki,10573129,oneidalaw.com,100000000000000,0,,oneID
Shopline,264083,shoplineapp.com,26582,0,634,Shopline
Evangel,11087918,evangel.shoplineapp.com,26582,0,,Shopline
shopline.hk,11228394,shopline.hk,387806,0,679,Shopline
LINEUP,192966,shoplineup.com,100000000000000,0,19,Shopline
Asset Control,153968,asset-control.com,4534763,0,50,Asset Control
Access Control Group,10344852,assetor.net,100000000000000,0,0,Asset Control
Asset Management Control Research Foundation,10362020,amccentre.nl,100000000000000,0,36,Asset Control
Nest Labs,51236,nest.com,5008,0,856,Nest
NestAway,10927532,nestaway.com,19253,0,1308,Nest
Nestpick,284642,nestpick.com,88239,0,659,Nest
The Echo Nest,1987,the.echonest.com,115721,0,234,Nest
Nestify,246790,nestify.io,188552,0,182,Nest
NEST Fragrances,99064,nestfragrances.com,513758,0,130,Nest
NEST HK,27653,nest.vc,541786,0,0,Nest
NEST Investments,276281,nest.vc,541786,0,169,Nest
Nestio,60848,nestio.com,717001,0,-63,Nest
Innovation Nest,11686,innovationnest.co,785581,0,0,Nest
nestholma.com,10029721,nestholma.com,1041892,0,101,Nest
Nestigator,10968256,nestigator.com,1234664,0,211,Nest
Nest DC,10096448,nest-dc.com,1267942,0,-21,Nest
Nestle Health Science,25284,nestlehealthscience.com,1564056,0,0,Nest
Nest Wealth,10936776,nestwealth.com,1797896,0,165,Nest
My Nest Home,205760,mynesthome.com,1964348,0,-114,Nest
White Nest LLC,10186062,whitenestshop.com,2041577,0,48,Nest
Falcons Nest,263480,falconsnest.in,2581687,0,-5,Nest
Nest Investments,26203,nestco.org,2724882,0,0,Nest
Safe Nest TADC,10126745,safenest.org,2763129,0,24,Nest
NeST Group,35949,nestgroup.net,3922646,0,9,Nest
Nestdrop,285501,nestdrop.com,5068697,0,49,Nest
nest4less,252898,nest4less.com,5380328,0,53,Nest
Nesta Investment Management,27687,nestainvestments.org.uk,5482151,0,0,Nest
nestGSV,96350,nestgsv.com,7849209,0,12,Nest
The Green Nest,206454,thegreennest.in,8211852,0,0,Nest
Robins' Nest Inc.,10160660,robinsnestinc.org,9064985,0,4,Nest
NATIONAL ENGINEERING SERVICES &TRADING CO,10170621,nest.ae,10479900,0,-2,Nest
Vitaflo International Ltd Part of the Nestle Group,10193366,vitaflo.co.uk,10764662,0,-59,Nest
Nest New York,10017647,nestnewyork.com,17616552,0,-10,Nest
"Nest Environments, Inc.",10107497,nestenvironments.com,18979897,0,-52,Nest
NEST CGF,10194236,nest.com.co,100000000000000,0,,Nest
SW Sports Nest,10182932,swsportsnest.com,100000000000000,0,-2,Nest
Airplant Nest,254965,opusgarten.com,100000000000000,0,-18,Nest
Nestible,269488,nestible.com,100000000000000,0,9,Nest
N.E.S.T. Solutions,10204181,nest-solutions.com,100000000000000,0,-11,Nest
Nestus,294094,nestus.com,100000000000000,0,37,Nest
Cuckoo Nest Films LLC,10193787,pondfilms.com,100000000000000,0,,Nest
NESTech,10040150,nestech.co.il,100000000000000,0,-11,Nest
Nest Labs Ltd,269377,thenest.io,100000000000000,0,-9,Nest
nesteggbio.com,10149410,nesteggbio.com,100000000000000,0,-8,Nest
"Marianne Nestor Consulting, Inc",10064491,mariannenestorconsulting.com,100000000000000,0,,Nest
Nest Dynamiques SL,10083641,nextdynamiques.net,100000000000000,0,,Nest
Nestadio Capital,9162,nestadio-capital.com,100000000000000,0,0,Nest
Nestful,271217,nestful.com,100000000000000,0,-7,Nest
Nestwell Technologies,10088020,nestwelltech.com,100000000000000,0,,Nest
IT Nestori,10141923,nestori.fi,100000000000000,0,,Nest
Ballooning Nest Eggs,82443,ballooningnesteggs.com,100000000000000,0,4,Nest
NestingBits Technologies,205790,nestingbits.com,100000000000000,0,-1,Nest
DLA Piper NEST,269414,dlapipernest.com,100000000000000,0,2,Nest
secure-booker.com,11202350,secure-booker.com,16002,0,601,Booker
PT Booker Tate Indonesia,10988955,cbn.net.id,34633,0,279,Booker
Booker,59652,booker.com,117182,0,245,Booker
Flex Booker,242818,flexbooker.com,810588,0,112,Booker
Bookerville,193836,bookerville.com,849779,0,89,Booker
SpaBooker,14854,spa-booker.com,1602179,0,-45,Booker
Hall Bookers UK,10921687,hallbookers.co.uk,2869525,0,68,Booker
BookerLooker,146903,bookerlooker.com,3420532,0,35,Booker
Booker Promotions,10718382,bookerpromo.com,4896037,0,39,Booker
Site of Booker Guide,210107,guidebooker.com,6231816,0,29,Booker
Activity Bookers,17313,activitybookers.com,8083841,0,3,Booker
Kennel Booker,11084660,kennelbooker.com,10165890,0,24,Booker
Bookerator,11077715,bookerator.com,17981127,0,-49,Booker
Booker Fleet Group,10584745,bookerfleet.com,100000000000000,0,,Booker
Bookerz Media Network,157713,bookerzmedia.com,100000000000000,0,-119,Booker
"Bookert, White & Associates",10766878,bwassoc.com,100000000000000,0,,Booker
Paul Booker,10397505,paulbooker.info,100000000000000,0,,Booker
De Booker Agency,10160155,debooker.nl,100000000000000,0,,Booker
"Music Copyist, Music Librarian for Booker White at Walt Disney Studios",10633483,davewellsmusic.com,100000000000000,0,0,Booker
Bookera,124248,bookera.com,100000000000000,0,-2,Booker
Ground Booker,10606984,groundbooker.com,100000000000000,0,29,Booker
Bookeriet I/S,10875457,bookeriet.dk,100000000000000,0,,Booker
Booker T Brown Photography,10158268,bookertbrown.com,100000000000000,0,12,Booker
The Event Bookers Limited,10056187,bookerevents.co.uk,100000000000000,0,,Booker
BookerMate,155429,bookermate.com,100000000000000,0,0,Booker
Bookerie,134982,bookerie.com,100000000000000,0,0,Booker
Laura Booker,10058719,laurabooker.ca,100000000000000,0,,Booker
bookersoftware.com,11249285,bookersoftware.com,100000000000000,0,,Booker
Bombfell,88487,bombfell.com,83563,0,457,Bombfell
Signpost,28806,signpost.com,139263,0,185,Signpost
Signpost België BVBA,10816799,signpost.be,7727639,0,-33,Signpost
"Sign Postman, LLC",10479298,signpostman.com,100000000000000,0,4,Signpost
SIGNPOST STOCKPORT FOR CARERS,10451012,signpostforcarers.org.uk,100000000000000,0,,Signpost
Signpost Consulting,10159571,signpostconsulting.biz,100000000000000,0,-1,Signpost
SignPost Regulatory Ltd,10379954,sp-regs.co.uk,100000000000000,0,,Signpost
Signpost Digital,10863778,signpostdigital.com,100000000000000,0,9,Signpost
Signpost Sound,10360107,signpostsound.co.za,100000000000000,0,1,Signpost
ziggeo.com,10933656,ziggeo.com,703923,0,267,Ziggeo
OnDeck,70232,ondeck.com,99959,0,469,OnDeck
On Deck Sports,10572618,ondecksports.com,436613,0,83,OnDeck
ondeckcapital.com,10386656,ondeckcapital.com,6927129,0,-92,OnDeck
On Deck Mediation,10439501,ondeckmediation.com,19099462,0,2,OnDeck
"On Deck NY, LLC",10697883,ondeckny.com,100000000000000,0,6,OnDeck
On Deck Productions,10441825,ondeckproductions.com,100000000000000,0,,OnDeck
On Deck Cruises and Tours,10301750,ondeckcruises.com,100000000000000,0,5,OnDeck
"On Deck, Inc.",10754154,ondeckinc.us,100000000000000,0,,OnDeck
Moat,61444,moat.com,33987,0,245,Moat
Moates Auto Xchange,10324570,autoxchange.biz,10058638,0,7,Moat
Bug Moat Corporation,10655145,bug-moat.com,100000000000000,0,,Moat
A.C. Moate Industries,10761995,acmoate.com,100000000000000,0,-1,Moat
Metcalf Moat IFA Limited,10752811,metcalfmoat.co.uk,100000000000000,0,5,Moat
Get Moativated,10604187,moativated.net,100000000000000,0,,Moat
The Law Office of Dora D. Moats,10974678,moatslawfirm.com,100000000000000,0,,Moat
CommonBond,105010,commonbond.co,203252,0,218,Commonbond
commonbond.org,11109573,commonbond.org,1319170,0,-336,Commonbond
commonbond.com,10916575,commonbond.com,5798164,0,-11,Commonbond
Care.com,118314,care.com,4915,0,399,Care.com
Advocate Health Care,194235,advocatehealth.com,62720,0,273,Care.com
Careem,186315,careem.com,94825,0,616,Care.com
Brazen Careerist,18308,brazen.com,128713,0,80,Care.com
careland.com.cn,307757,careland.com.cn,166829,0,-34,Care.com
Carezone.com,81726,carezone.com,169755,0,263,Care.com
CareCloud,126447,carecloud.com,187781,0,136,Care.com
Tandem Diabetes Care,31328,tandemdiabetes.com,363691,0,159,Care.com
Carestream Health,53790,carestream.com,418122,0,48,Care.com
CareLinx,131553,carelinx.com,511880,0,69,Care.com
carepayment.com,309421,carepayment.com,560086,0,134,Care.com
Caremerge,96903,caremerge.com,737617,0,112,Care.com
CareLuLu,180315,carelulu.com,900949,0,165,Care.com
CareSync,148115,caresync.com,975158,0,113,Care.com
CareGuide,128949,careguide.com,979547,0,164,Care.com
B2X Care Solutions,216920,b2x.com,1054249,0,194,Care.com
Senior Care Centers,185221,seniorcarecentersltc.com,1110421,0,132,Care.com
CareDox,64350,caredox.com,1724494,0,51,Care.com
care-one.com,10018169,care-one.com,1766863,0,35,Care.com
Surgical Care Affiliates,190672,scasurgery.com,2045024,0,71,Care.com
Carena,91744,carenamd.com,2100254,0,42,Care.com
CareFamily,185888,carefamily.com,2528377,0,-13,Care.com
Careerminds Group,46265,careerminds.com,2651846,0,53,Care.com
Advanced ICU Care,30602,icumedicine.com,3162416,0,37,Care.com
"CareDx, Inc",303266,caredxinc.com,3704993,0,58,Care.com
Aged Care Reviews (ACR),10949404,agedcarereviews.com.au,4120560,0,19,Care.com
CareKinesis,48461,carekinesis.com,4833908,0,35,Care.com
CareinSync,89863,careinsync.com,5020765,0,35,Care.com
Onsite Care,154194,onsitecareclinics.com,5106910,0,9,Care.com
Careport,118278,careporthealth.com,6147467,0,15,Care.com
anci-care.com,282495,anci-care.com,6161872,0,23,Care.com
CareView Communications,62720,care-view.com,7638605,0,20,Care.com
CareCam Health Systems,195173,carecamhealthsystems.com,8003697,0,28,Care.com
ESCO Technologies,227681,careconnectbyesco.com,8674622,0,22,Care.com
CellCeuticals Skin Care,216929,cellceuticalskincare.com,12084521,0,0,Care.com
Comprehensive Care,192421,compcare.com,12980319,0,-21,Care.com
"Care Labs, Inc.",10461190,carelabs.com,13129310,0,-17,Care.com
Wound Care Technologies,153789,dermaclose.com,17777259,0,13,Care.com
CarePoint Partners,55885,carepointpartners.com,17993153,0,-1,Care.com
Innovative Trauma Care,105923,innovativetraumacare.com,18597320,0,25,Care.com
Care Team Connect,145732,careteamconnect.com,19123627,0,-11,Care.com
HEALTH CARE DATAWORKS,151534,hcdataworks.com,21376850,0,1,Care.com
WellNow Urgent Care,81741,wellnowuc.com,100000000000000,0,-16,Care.com
Diabetes Care Group,172698,diabetescaregrp.com,100000000000000,0,10,Care.com
Global Care Quest,37149,globalcarequest.com,100000000000000,0,-6,Care.com
Heartland Dental Care,174663,heartlanddentalcare.com,100000000000000,0,-18,Care.com
Fidelity Care Home Health,10210860,fidelitycarehh.com,100000000000000,0,,Care.com
Q Care International,186091,qcareintl.com,100000000000000,0,0,Care.com
CareCam Innovations,87659,carecaminnovations.com,100000000000000,0,-4,Care.com
Novia CareClinics,175567,noviacareclinics.com,100000000000000,0,8,Care.com
Facebook,163595,facebook.com,2,0,1258,Facebook
